,headline,date,number of tokens,1,1 hl ratio,2,2 hl ratio,3,3 hl ratio,4,4 hl ratio,5,5 hl ratio,6,6 hl ratio,7,7 hl ratio
102,"[u'atlanta', u'\u2014', u'first', u'two', u'american', u'aid', u'workers', u'infected', u'working', u'west', u'africa', u'arrived', u'united', u'states', u'saturday', u'aboard', u'private', u'air', u'...', u'family', u'doctor', u'optimistic', u'recovery']",2014-08-02,23,0,0.0,0,0.0,1,0.0434782608696,0,0.0,4,0.173913043478,0,0.0,1,0.0434782608696
103,"[u'safe', u'bring', u'victims', u'us', u'?', u'in-depth', u'-', u'.']",2014-08-02,8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0
104,"[u'first', u'american', u'patient', u'arrives', u'us', u'africa', u'in-depth', u'-']",2014-08-02,8,0,0.0,0,0.0,1,0.125,2,0.25,2,0.25,0,0.0,0,0.0
105,"[u'.', u'treating', u'experimental', u'serum', u'might', u'help']",2014-08-02,6,0,0.0,2,0.333333333333,0,0.0,1,0.166666666667,0,0.0,0,0.0,0,0.0
106,"[u'last', u'week', u'learned', u'two', u'americans', u'working', u'liberia', u'medical', u'charity', u'samaritan', u""'s"", u'purse', u'among', u'contracted', u'.', u'...', u'albert', u'camus', u'search', u'meaning', u'midst']",2014-08-02,21,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
107,"[u'months', u'virus', u'wreaking', u'havoc', u'west', u'african', u'countries', u'guinea', u'liberia', u'sierra', u'leone', u'.', u'700', u'people', u'died', u'...', u'american', u'doctor', u'infected', u'returns', u'us']",2014-08-02,21,0,0.0,0,0.0,4,0.190476190476,1,0.047619047619,3,0.142857142857,1,0.047619047619,1,0.047619047619
108,"[u'american', u'doctor', u'stricken', u'west', u'africa', u'arrived', u'home', u'treatment', u'atlanta', u'saturday', u'u.s.', u'government', u'officials', u'urging', u'public', u'...', u'american', u'aid', u'worker', u'kent', u'brantly', u'infected', u'virus', u'arrives', u'...', u'in-depth', u'-', u'online']",2014-08-02,28,0,0.0,0,0.0,1,0.0357142857143,0,0.0,8,0.285714285714,0,0.0,1,0.0357142857143
109,"[u'bc', u'remedy', u'developer', u'tekmira', u""'s"", u'share', u'value', u'spikes']",2014-08-02,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
110,"[u'price', u'shares', u'b.c', u'.', u'pharmaceutical', u'pany', u'working', u'develop', u'counter-measure', u'rose', u'sharply', u'week', u'...', u'distracts', u'worsening', u'cameroon', u'cholera', u'outbreak']",2014-08-02,18,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
111,"[u'dakar/yaounde', u'(', u'thomson', u'foundation', u')', u'-', u'cholera', u'epidemic', u'northern', u'cameroon', u'killed', u'least', u'65', u'people', u'probably', u'infected', u'1', u'300', u'...', u'jet', u'carrying', u'patient', u'stops', u'bangor', u'wabi']",2014-08-02,25,0,0.0,0,0.0,0,0.0,1,0.04,1,0.04,1,0.04,1,0.04
112,"[u'7:30', u'saturday', u'morning', u'phoenix', u'air', u'gulfstream', u'3', u'carrying', u'one', u'american', u'infected', u'virus', u'landed', u'bangor', u'international', u'airport', u'.', u'plane', u'carrying', u'american', u'infected', u'stops', u'bangor', u'wmtw', u'portland']",2014-08-02,25,0,0.0,0,0.0,1,0.04,0,0.0,4,0.16,0,0.0,2,0.08
113,"[u'crisis', u':', u'bush', u'meat', u'uk', u'?']",2014-08-02,6,1,0.166666666667,0,0.0,1,0.166666666667,0,0.0,0,0.0,0,0.0,0,0.0
114,"[u'second', u'american', u'return', u'tuesday']",2014-08-03,4,0,0.0,0,0.0,0,0.0,0,0.0,2,0.5,0,0.0,0,0.0
115,"[u'second', u'american', u'stricken', u'virus', u'expected', u'return', u'usa', u'tuesday', u'three', u'days', u'doctor', u'treated', u'disease', u'arrived', u'...', u'bringing', u'patients', u'us', u'right', u'thing']",2014-08-03,20,0,0.0,0,0.0,0,0.0,2,0.1,3,0.15,1,0.05,1,0.05
116,"[u'american', u'doctor', u'received', u'experimental', u'antibody', u'...']",2014-08-03,6,0,0.0,1,0.166666666667,0,0.0,1,0.166666666667,2,0.333333333333,0,0.0,0,0.0
117,"[u'husband', u':', u'patient', u'showing', u'positive', u'signs', u'improvement', u'wgcl-tv', u'atlanta']",2014-08-03,9,0,0.0,0,0.0,0,0.0,1,0.111111111111,1,0.111111111111,0,0.0,0,0.0
118,"[u'us', u'doctor', u'treated', u'atlanta', u'in-depth', u'-', u'people']",2014-08-03,7,0,0.0,0,0.0,0,0.0,1,0.142857142857,2,0.285714285714,1,0.142857142857,1,0.142857142857
119,"[u'atlanta', u'hospital', u'deemed', u'1', u'safest', u'care', u'in-depth', u'-']",2014-08-03,8,0,0.0,1,0.125,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0
120,"[u'wgcl-tv', u'atlanta', u'rt', u'people', u'outbreak', u':', u'us', u'experts', u'head', u'west', u'africa']",2014-08-03,11,1,0.0909090909091,0,0.0,1,0.0909090909091,1,0.0909090909091,1,0.0909090909091,1,0.0909090909091,0,0.0
121,"[u'us', u'announced', u'plans', u'send', u'least', u'50', u'public', u'health', u'experts', u'west', u'africa', u'help', u'fight', u'worst-ever', u'outbreak', u'.', u'senior', u'us', u'health', u'official', u'...', u'cdc', u'director', u'says', u'us', u""'surging"", u""'"", u'efforts', u'stop', u'outbreak']",2014-08-03,30,0,0.0,0,0.0,1,0.0333333333333,4,0.133333333333,0,0.0,0,0.0,0,0.0
122,"[u'cdc', u'director', u':', u'``', u'stop', u""''"", u'spreading']",2014-08-03,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
123,"[u':', u'disease', u'real', u'problem', u'daily', u'maverick']",2014-08-03,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.166666666667,0,0.0
124,"[u'worried', u'outbreak', u'america', u'?', u'check', u'...', u'mic']",2014-08-03,7,0,0.0,0,0.0,0,0.0,0,0.0,1,0.142857142857,0,0.0,0,0.0
125,"[u'terrorists', u'could', u'use', u'create', u'dirty', u'bomb', u'kill', u'large', u'numbers', u'...', u'in-depth', u'-']",2014-08-03,12,0,0.0,0,0.0,0,0.0,1,0.0833333333333,0,0.0,0,0.0,0,0.0
126,"[u'daily', u'maverick', u'mic', u'independent', u'online', u'terror', u'gatwick', u'passenger', u'collapses', u'dies', u'getting', u'...']",2014-08-03,12,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0833333333333
127,"[u'airport', u'staff', u'tonight', u'told', u'fears', u'outbreak', u'passenger', u'sierra', u'leone', u'collapsed', u'died', u'got', u'plane', u'gatwick', u'.', u'workers', u'...', u'scare', u'gatwick', u':', u'fears', u'disease', u'may', u'reach', u'britain', u'grow', u'...', u'highly', u'cited', u'-']",2014-08-03,30,0,0.0,0,0.0,2,0.0666666666667,0,0.0,0,0.0,1,0.0333333333333,0,0.0
128,"[u'outbreak', u':', u'us', u'warns', u'disease', u'remains', u'control', u'...', u'online']",2014-08-03,9,0,0.0,0,0.0,0,0.0,1,0.111111111111,0,0.0,1,0.111111111111,0,0.0
129,"[u'united', u'states', u'sending', u'extra', u'50', u'public', u'health', u'officials', u'africa', u'help', u'bat', u'virus', u'warning', u'outbreak', u'remains', u'control', u'.', u'...', u""n't"", u'likely', u'spread', u'worldwide', u'say', u'scientists', u'haaretz']",2014-08-03,25,0,0.0,0,0.0,1,0.04,1,0.04,0,0.0,0,0.0,0,0.0
130,"[u'captivated', u'world', u""'s"", u'attention', u""'s"", u'terrifying', u'disease', u'\u2013', u'deadly', u'haemorrhagic', u'fever', u'caused', u'virus', u'meaning', u""'s"", u'cure', u'.', u'dr.', u'kent', u'brantly', u'stricken', u'\u201cappears', u'improving', u'...', u'fox6now', u'.']",2014-08-03,26,2,0.0769230769231,0,0.0,1,0.0384615384615,0,0.0,2,0.0769230769231,2,0.0769230769231,0,0.0
131,"[u'atlanta', u'(', u')', u'--', u'american', u'doctor', u'infected', u'liberia', u'``', u'seems', u'improving', u'``', u'according', u'director', u'centers', u'disease', u'control', u'...', u'retired', u'us', u'doctor', u'quarantines', u'treating', u'west', u'...', u'new', u'york', u""'s"", u'pix11', u'/', u'wpix-tv']",2014-08-03,31,0,0.0,0,0.0,0,0.0,1,0.0322580645161,5,0.161290322581,3,0.0967741935484,1,0.0322580645161
132,"[u'lds', u'missionaries', u'moved', u'africa', u'due', u'virus', u'khon2']",2014-08-03,7,0,0.0,0,0.0,1,0.142857142857,0,0.0,0,0.0,0,0.0,0,0.0
133,"[u'(', u'ksl/', u')', u'\u2014', u'due', u'outbreak', u'virus', u'mormon', u'missionaries', u'serving', u'african', u'nations', u'sierra', u'leone', u'liberia', u'process', u'...', u'crisis', u':', u'visits', u'affected', u'village', u'guinea']",2014-08-03,23,1,0.0434782608696,0,0.0,6,0.260869565217,0,0.0,0,0.0,0,0.0,0,0.0
134,"[u'crisis', u':', u'visits', u'affected', u'village', u'guinea', u'.', u'3', u'august', u'2014', u'last', u'updated', u'12:54', u'bst', u'.', u'virus', u'claimed', u'almost', u'700', u'lives', u'west', u'africa', u'amid', u'...', u'outbreak', u'feeds', u'fear', u'anger', u'rumors']",2014-08-03,29,1,0.0344827586207,0,0.0,3,0.103448275862,0,0.0,0,0.0,0,0.0,0,0.0
135,"[u'number', u'new', u'infections', u'deaths', u'rise', u'outbreak', u'fear', u'suspicion', u'rising', u'making', u'difficult', u'health', u'care', u'workers', u'get', u'...', u'battling', u':', u'heading', u'outbreak', u'bu', u'today']",2014-08-03,22,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0454545454545,0,0.0
136,"[u'first', u'time', u'present', u'three', u'countries', u':', u'sierra', u'leone', u'guinea', u'liberia', u'.', u'countries', u""n't"", u'seen', u'infection', u'...', u'mass', u'.', u'doctor', u'heading', u'africa', u'help', u'fight', u'highly', u'cited', u'-', u'necn']",2014-08-03,27,0,0.0,0,0.0,4,0.148148148148,0,0.0,1,0.037037037037,0,0.0,0,0.0
137,"[u'superstition', u'dramatically', u'escalating', u'outbreak', u'week']",2014-08-04,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
138,"[u'since', u'deadliest', u'outbreak', u'date', u'began', u'west', u'africa', u'earlier', u'year', u'670', u'people', u'died', u'according', u'world', u'health', u'organization', u'...', u':', u'world', u'bank', u'group', u'mobilizes', u'emergency', u'funding', u'fight', u'...', u'world', u'bank', u'group']",2014-08-04,29,4,0.137931034483,1,0.0344827586207,1,0.0344827586207,0,0.0,0,0.0,4,0.137931034483,0,0.0
139,"[u'economics', u""'s"", u'cure', u'opinion', u'-']",2014-08-04,5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
140,"[u'rabid', u'opposition', u':', u'epidemiology', u'meets', u'hyperbole', u'-', u'(', u')']",2014-08-04,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
141,"[u'man', u'tested', u'nyc', u'50', u'us', u'experts', u'head', u'west', u'africa', u'...', u'in-depth', u'-', u'rt']",2014-08-04,13,1,0.0769230769231,0,0.0,1,0.0769230769231,2,0.153846153846,0,0.0,0,0.0,0,0.0
142,"[u'hitting', u'people', u'africa', u'hard', u'-']",2014-08-04,5,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2,0,0.0
143,"[u'doctor', u'improving', u'nigeria', u'reports', u'second', u'case']",2014-08-04,6,0,0.0,1,0.166666666667,0,0.0,0,0.0,2,0.333333333333,0,0.0,0,0.0
144,"[u'kent', u'brantly', u'fort', u'worth', u'texas', u'first', u'person', u'treated', u'american', u'soil', u'.', u'33-year-old', u'family', u'doctor', u'surprised', u'everyone', u'saturday', u'...', u'containing', u'actually', u'hard']",2014-08-04,21,0,0.0,0,0.0,0,0.0,0,0.0,4,0.190476190476,0,0.0,1,0.047619047619
145,"[u'dr.', u'kent', u'brantly', u'american', u'got', u'experimental', u'serum', u'...', u'.']",2014-08-04,9,0,0.0,2,0.222222222222,0,0.0,1,0.111111111111,3,0.333333333333,0,0.0,0,0.0
146,"[u'plane', u'leaves', u'liberia', u'second', u'american', u'infected', u'in-depth', u'-']",2014-08-04,8,0,0.0,0,0.0,0,0.0,0,0.0,3,0.375,0,0.0,1,0.125
147,"[u'deal', u'outbreak', u'opinion', u'-']",2014-08-04,4,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
148,"[u""'secret"", u'serum', u""'"", u'could', u'save', u'american', u'victims', u'second', u'man', u'...', u'in-depth', u'-']",2014-08-04,12,0,0.0,1,0.0833333333333,0,0.0,0,0.0,2,0.166666666667,0,0.0,0,0.0
149,"[u'man', u'tested', u'mount', u'sinai', u'hospital', u'possible', u'virus', u'local']",2014-08-04,8,0,0.0,1,0.125,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0
150,"[u'conference', u'early', u'monday', u'evening', u'mount', u'sinai', u'chief', u'medical', u'officer', u'dr.', u'jeremy', u'boal', u'said', u'likely', u'patient', u'suffering', u'.', u'man', u'tested', u'east', u'harlem', u'hospital', u'unlikely', u'virus', u'dnainfo']",2014-08-04,25,0,0.0,1,0.04,0,0.0,2,0.08,0,0.0,0,0.0,0,0.0
151,"[u'dear', u'new', u'york', u""n't"", u'freak', u'.', u""'re"", u'going', u'fine', u'.']",2014-08-04,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2,0.2,0,0.0
152,"[u'san', u'diego', u'experimental', u'serum', u'grown', u'tobacco', u'leaves', u'webmd']",2014-08-04,8,0,0.0,2,0.25,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0
154,"[u'--', u'zmapp', u'experimental', u'treatment', u'rushed', u'two', u'americans', u'infected', u'africa', u'grown', u'specially', u'modified', u'leaves', u'tobacco', u'--', u'plant', u'...', u'local', u'biotech', u'increasing', u'production', u""'zmapp"", u""'"", u'drug', u'san', u'diego']",2014-08-04,26,0,0.0,2,0.0769230769231,1,0.0384615384615,2,0.0769230769231,1,0.0384615384615,0,0.0,1,0.0384615384615
155,"[u'victims', u""'"", u'bodies', u'must', u'cremated', u'buried', u'stop', u'killer', u'...']",2014-08-04,9,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
156,"[u'bodies', u'victims', u'must', u'cremated', u'\u2013', u'buried', u'\u2013', u'ordered', u'government', u'liberia', u'yesterday', u'.', u'hundreds', u'troops', u'sent', u'capital', u'monrovia', u'...', u'nigerian', u'doctor', u'infected', u'west', u'africa', u'scrambles']",2014-08-04,24,0,0.0,0,0.0,1,0.0416666666667,0,0.0,2,0.0833333333333,0,0.0,1,0.0416666666667
157,"[u'threatens', u'liberia', u""'s"", u'progress', u'since', u'end', u'civil', u'war']",2014-08-04,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0
158,"[u'virus', u'pose', u'threat', u'air', u'travel', u'trade', u'group', u'says']",2014-08-04,8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0
159,"[u'virus', u'ultrastructural', u'morphology', u'displayed', u'virus', u'virion', u'revealed', u'undated', u'handout', u'colorized', u'transmission', u'electron', u'...', u'emirates', u'suspends', u'guinea', u'flights', u'concerns']",2014-08-04,18,0,0.0,0,0.0,1,0.0555555555556,0,0.0,0,0.0,0,0.0,0,0.0
160,"[u'emirates', u'goes', u'solo', u'shutdown', u'top', u'carriers', u'keep', u'flying']",2014-08-04,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
161,"[u""'what"", u""'s"", u'shocking', u'patients', u'look', u'die', u""'"", u':', u'british', u'...']",2014-08-04,10,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0,0,0.0,1,0.1
162,"[u""'"", u'new', u'disease', u'sierra', u'leone', u'first', u'cases', u'emerged', u'many', u'people', u'thought', u'might', u'government', u'conspiracy', u'undermine', u'certain', u'tribal', u'...', u'quarantine', u'freetown', u':', u'people', u'come', u'go', u'wish']",2014-08-04,25,0,0.0,0,0.0,2,0.08,0,0.0,0,0.0,5,0.2,0,0.0
163,"[u'lax', u'quarantine', u'undercuts', u'fight', u'africa', u'in-depth', u'-']",2014-08-04,7,0,0.0,0,0.0,1,0.142857142857,0,0.0,0,0.0,1,0.142857142857,0,0.0
164,"[u""'re"", u'getting', u'closer', u'vaccines', u'drugs']",2014-08-04,5,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,0,0.0
165,"[u'nearly', u'1', u'400', u'people', u'infected', u""n't"", u'much', u'...', u'one', u'vaccines', u'uses', u'cold', u'virus', u'vector', u'...', u'vaccine', u'could', u'ready', u'july', u'says', u'top', u'health', u'official', u'pbs', u'hour']",2014-08-04,25,0,0.0,1,0.04,1,0.04,1,0.04,1,0.04,1,0.04,1,0.04
166,"[u'race', u'find', u'vaccine', u'treatment', u'stop', u'in-depth', u'-']",2014-08-04,7,0,0.0,1,0.142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
167,"[u'test', u'woman', u'dies', u'gatwick', u'sky']",2014-08-04,5,0,0.0,0,0.0,0,0.0,1,0.2,0,0.0,0,0.0,1,0.2
168,"[u'gatwick', u'spokeswoman', u'said', u':', u'``', u'given', u'origin', u'flight', u'hospital', u'carried', u'tests', u'infectious', u'diseases', u'precaution', u'.', u'tests', u'...', u'scare', u'grips', u'britain', u'woman', u'dies', u'arriving', u'gambia', u'flight', u'breitbart']",2014-08-04,26,0,0.0,1,0.0384615384615,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0384615384615
169,"[u'african', u'woman', u'died', u'uk']",2014-08-04,4,0,0.0,0,0.0,1,0.25,0,0.0,0,0.0,0,0.0,0,0.0
170,"[u'indiana', u'congressman', u'says', u'immigrant', u'kids', u'might', u'nwitimes', u'.']",2014-08-04,8,0,0.0,0,0.0,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0
171,"[u'todd', u'rokita', u'r-ind', u'.', u'suggested', u'monday', u'immigrant', u'children', u'central', u'america', u'could', u'carrying', u'virus', u'killed', u'800', u'people', u'year', u'...', u'another', u'congressman', u'suggests', u'migrant', u'children', u'may', u'highly', u'cited', u'-']",2014-08-04,27,0,0.0,0,0.0,0,0.0,0,0.0,1,0.037037037037,1,0.037037037037,0,0.0
172,"[u'mortality', u'rate', u'expected', u'rise', u'outbreak', u'runs', u'deadly', u'course']",2014-08-05,8,1,0.125,0,0.0,1,0.125,0,0.0,0,0.0,0,0.0,0,0.0
174,"[u'.', u""'s"", u'survival', u'guide', u'airplanes', u'cdc']",2014-08-05,6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
175,"[u'outbreak', u':', u'world', u'health', u'organisation', u'urged', u'allow', u'...', u'in-depth', u'-', u'online']",2014-08-05,11,1,0.0909090909091,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0909090909091,0,0.0
176,"[u':', u'precautions', u'airlines', u'taking', u'?', u'opinion', u'-']",2014-08-05,7,1,0.142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
177,"[u'new', u'york', u'city', u'prepared', u""'rapidly"", u""'"", u'id', u'cases', u':', u'health', u'...', u'-', u'(', u')']",2014-08-05,14,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,3,0.214285714286,1,0.0714285714286
178,"[u'nigeria', u'acknowledges', u'slow', u'response', u'case', u'in-depth', u'-']",2014-08-05,7,0,0.0,1,0.142857142857,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
179,"[u'.', u'(', u')', u""'secret"", u'serum', u""'"", u':', u'small', u'biopharma', u'army', u'big', u'tobacco', u'forbes']",2014-08-05,13,0,0.0,1,0.0769230769231,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
180,"[u'reported', u'yesterday', u'american', u'missionary', u'patients', u'dr.', u'kent', u'brantly', u'nancy', u'writebol', u'received', u'experimental', u'\u201csecret', u'serum\u201d', u'...', u'virus', u'killed', u'soap', u'water', u'christian', u'broadcasting', u'network']",2014-08-05,22,0,0.0,1,0.0454545454545,0,0.0,2,0.0909090909091,3,0.136363636364,0,0.0,0,0.0
181,"[u'views', u'use', u':', u'panic', u'blown', u'proportion', u'opinion', u'-', u'u.s.', u'&', u'world', u'report']",2014-08-05,12,3,0.25,0,0.0,0,0.0,1,0.0833333333333,0,0.0,1,0.0833333333333,0,0.0
182,"[u'us|atlanta', u'hospital', u'admits', u'second', u'american', u'in-depth', u'-']",2014-08-05,7,0,0.0,1,0.142857142857,0,0.0,0,0.0,2,0.285714285714,0,0.0,0,0.0
183,"[u'americans', u'weled', u'home', u'opinion', u'-']",2014-08-05,5,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
184,"[u'second', u'american', u'arrives', u'atlanta', u'hospital', u'in-depth', u'-']",2014-08-05,7,0,0.0,1,0.142857142857,0,0.0,0,0.0,4,0.571428571429,0,0.0,0,0.0
185,"[u'u.s.', u'&', u'world', u'report', u'wsb', u'atlanta', u'ohio', u'woman', u'tested']",2014-08-05,9,2,0.222222222222,0,0.0,0,0.0,1,0.111111111111,1,0.111111111111,1,0.111111111111,0,0.0
186,"[u'hospitals', u'across', u'country', u'isolating', u'testing', u'potential', u'patients', u'erring', u'side', u'caution', u'largest', u'outbreak', u'date', u'rages', u'west', u'...', u'man', u'tested', u'new', u'york', u'city', u'hospital']",2014-08-05,22,0,0.0,1,0.0454545454545,0,0.0,2,0.0909090909091,0,0.0,3,0.136363636364,0,0.0
187,"[u'4', u'things', u'need', u'know', u'opinion', u'-', u'u.s.', u'&', u'world', u'report']",2014-08-05,10,4,0.4,0,0.0,0,0.0,0,0.0,0,0.0,1,0.1,0,0.0
188,"[u'hiccups', u'could', u'mean', u'!', u'-', u'(', u')']",2014-08-05,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
189,"[u'two', u'u.s.', u'missionaries', u'get', u'serum', u'africans', u'...', u'new', u'republic']",2014-08-05,9,0,0.0,1,0.111111111111,0,0.0,0,0.0,0,0.0,1,0.111111111111,0,0.0
190,"[u'changed', u'monday', u'reported', u'zmapp', u'given', u'kent', u'brantly', u'missionary', u'doctor', u'texas', u'contracted', u'working', u'...', u'treatment', u':', u'big', u'tobacco', u'military', u'came', u'together', u'.']",2014-08-05,21,0,0.0,0,0.0,0,0.0,0,0.0,3,0.142857142857,0,0.0,0,0.0
191,"[u'giving', u'americans', u'drug', u'virus', u'prompts', u'flak', u'in-depth', u'-', u'(', u'india', u')']",2014-08-05,11,0,0.0,2,0.181818181818,0,0.0,1,0.0909090909091,0,0.0,0,0.0,0,0.0
192,"[u'experimental', u'drug', u'based', u'research', u'canada', u""'s"", u'national', u'...', u'in-depth', u'-']",2014-08-05,10,0,0.0,2,0.2,0,0.0,2,0.2,0,0.0,0,0.0,0,0.0
193,"[u'spain', u'evacuating', u'missionary', u'sick']",2014-08-05,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
194,"[u'madrid', u'(', u'afp', u')', u'-', u'madrid', u'send', u'air', u'force', u'plane', u'liberia', u'bring', u'elderly', u'spanish', u'missionary', u'infected', u'back', u'spain', u'treatment', u'defence', u'...', u'discovery', u'institute', u':', u'treatments', u'vaccines', u'horizon', u'?', u'webmd']",2014-08-05,29,0,0.0,0,0.0,0,0.0,0,0.0,1,0.0344827586207,0,0.0,4,0.137931034483
196,"[u'--', u'number', u'cases', u'continues', u'grow', u'people', u'around', u'world', u'eager', u'treatment', u'vaccine', u'could', u'trump', u'deadly', u'...', u'war', u'humans', u':', u'yes', u""'s"", u'right', u'kill', u'monkeys', u'find', u'vaccine', u'discovery', u'institute']",2014-08-05,27,2,0.0740740740741,2,0.0740740740741,1,0.037037037037,0,0.0,0,0.0,3,0.111111111111,0,0.0
197,"[u'video', u':', u'victims', u'bodies', u""'"", u'collected', u'liberian', u'capital', u'france', u'24']",2014-08-05,10,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
198,"[u'france', u'24', u'followed', u'liberian', u'government', u""'s"", u'emergency', u'response', u'team', u'collected', u'bodies', u'suspected', u'victims', u'streets', u'central', u'monrovia', u'...', u':', u'jim', u'iyke', u'apologizes', u'fleeing', u'liberia', u'dailypost', u'nigeria']",2014-08-05,25,1,0.04,2,0.08,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
199,"[u'liberia', u""'s"", u'toll', u'rises', u'268', u'including', u'37', u'healthcare', u'workers', u'india', u'.']",2014-08-05,11,0,0.0,1,0.0909090909091,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
200,"[u':', u'5', u'reasons', u'panic']",2014-08-05,4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
201,"[u'donald', u'trump', u'tweeting', u'``', u'importing', u'(', u')', u'...', u'definitely', u""n't"", u'worry', u'two', u'american', u'patients', u'...', u':', u'several', u'britons', u'across', u'uk', u'quarantined', u'home', u'...']",2014-08-05,23,0,0.0,0,0.0,0,0.0,1,0.0434782608696,1,0.0434782608696,0,0.0,0,0.0
202,"[u'revelation', u'es', u'welsh', u'national', u'fears', u'may', u'contracted', u'deadly', u'virus', u'abroad', u'returned', u'home', u'placed', u'...', u'possible', u'carrier', u'virus', u'monitored', u'wales', u'rt']",2014-08-05,20,2,0.1,0,0.0,1,0.05,1,0.05,1,0.05,0,0.0,1,0.05
203,"[u'woman', u""'exposed"", u'virus', u""'"", u'quarantined', u'cardiff', u'amid', u'...']",2014-08-05,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
204,"[u'outbreak', u'fuels', u'concerns', u'health', u'risks', u'along', u'us-mexico', u'...']",2014-08-05,8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
205,"[u'outbreak', u'west', u'africa', u'fueling', u'concerns', u'porous', u'u.s.-mexico', u'border', u'poses', u'growing', u'health', u'risk', u'statistics', u'showing', u'dozens', u'people', u'...', u'republican', u'congressman', u':', u'immigrant', u'children', u'might', u'carry']",2014-08-05,24,1,0.0416666666667,0,0.0,1,0.0416666666667,0,0.0,0,0.0,1,0.0416666666667,0,0.0
206,"[u'serious', u'immigrant', u'fear-mongering', u'highly', u'cited', u'-', u'ms']",2014-08-05,7,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
207,"[u'us', u'rep.', u'todd', u'rokita', u'responds', u'social', u'media', u'flap', u'...', u'highly', u'cited', u'-', u'indianapolis', u'star']",2014-08-05,14,0,0.0,0,0.0,0,0.0,1,0.0714285714286,0,0.0,0,0.0,0,0.0
208,"[u'transmission', u'via', u'sex', u'possible', u'unlikely']",2014-08-06,5,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
209,"[u'unlike', u'people', u'flu', u'hiv', u'infected', u""n't"", u'...', u'another', u'departure', u'viral', u'diseases', u'ca', u""n't"", u'spread', u'airborne', u'...', u'convene', u'ethical', u'review', u'experimental', u'treatment', u'world', u'health', u'organization', u'(', u'press', u'release', u')']",2014-08-06,28,1,0.0357142857143,1,0.0357142857143,1,0.0357142857143,3,0.107142857143,2,0.0714285714286,2,0.0714285714286,1,0.0357142857143
210,"[u'crisis', u'escalates', u':', u'u.n.', u'calls', u'emergency', u'meeting', u'west', u'africa', u'opinion', u'-', u'u.s.', u'&', u'world', u'report']",2014-08-06,15,5,0.333333333333,1,0.0666666666667,2,0.133333333333,0,0.0,0,0.0,1,0.0666666666667,0,0.0
